Project,Species,Run,Recovery Year,RETURN_SITE_CODE,Return Site,CU Index,CU Name,Composite Type,Composite Descr,Sex/Maturity,Total Count,Total Examined,Expanded Enh,Enh Contr %
Big Qualicum R,Chum,Fall,1990,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence (BQ Chum),H5,Total Adults,779,358,1656.687,212.668
Big Qualicum R,Chum,Fall,1990,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence (BQ Chum),H3,Total Adults,36560,10482,47292.766,129.357
Big Qualicum R,Chum,Fall,1990,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence (BQ Chum),H4,Total Adults,5372,1152,8107.931,150.929
Big Qualicum R,Chum,Fall,1990,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,B2,Total Adults,1123,1123,2388.266,212.668
Big Qualicum R,Chum,Fall,1990,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H1,Total Adults,20615,20615,24372.862,118.229
Big Qualicum R,Chum,Fall,1990,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,976,976,2075.644,212.668
Big Qualicum R,Chum,Fall,1991,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,H2,Total Adults,601,601,566.004,94.177
Big Qualicum R,Chum,Fall,1991,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H1,Total Adults,21734,21734,16015.036,73.687
Big Qualicum R,Chum,Fall,1991,100,Big Qualicum R,CM-4,GEORGIA STRAIT,River (BQ Chum),H3,Total Adults,60778,9744,51271.45,84.359
Big Qualicum R,Chum,Fall,1992,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence (BQ Chum),H3,Total Adults,44719,9428,18066.282,40.4
Big Qualicum R,Chum,Fall,1992,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence (BQ Chum),H5,Total Adults,12092,1361,2009.364,16.617
Big Qualicum R,Chum,Fall,1992,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,B4,Total Adults,618,618,411.889,66.649
Big Qualicum R,Chum,Fall,1992,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H1,Total Adults,28727,28727,23113.932,80.461
Big Qualicum R,Chum,Fall,1992,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,7815,7815,5208.595,66.649
Big Qualicum R,Chum,Fall,1993,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence (BQ Chum),H3,Total Adults,46740,6689,23538.39,50.36
Big Qualicum R,Chum,Fall,1993,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence (BQ Chum),H4,Total Adults,16323,379,9739.762,59.669
Big Qualicum R,Chum,Fall,1993,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,B2,Total Adults,540,540,333.301,61.722
Big Qualicum R,Chum,Fall,1993,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H1,Total Adults,44070,44070,28722.217,65.174
Big Qualicum R,Chum,Fall,1993,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,53531,53531,33040.559,61.722
Big Qualicum R,Chum,Fall,1994,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence (BQ Chum),H2,Total Adults,58022,10931,7346.164,12.661
Big Qualicum R,Chum,Fall,1994,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence (BQ Chum),H3,Total Adults,10054,2796,8518.73,84.73
Big Qualicum R,Chum,Fall,1994,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,B4,Total Adults,301,301,215.372,71.552
Big Qualicum R,Chum,Fall,1994,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H1,Total Adults,29109,29109,16114.265,55.358
Big Qualicum R,Chum,Fall,1994,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,21464,21464,15358.002,71.552
Big Qualicum R,Chum,Fall,1995,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H1,Total Adults,10599,10599,8720.947,82.281
Big Qualicum R,Chum,Fall,1995,100,Big Qualicum R,CM-4,GEORGIA STRAIT,River (BQ Chum),H2,Total Adults,35470,2610,10346.621,29.17
Big Qualicum R,Chum,Fall,1996,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H1,Total Adults,4420,4420,5050.533,114.265
Big Qualicum R,Chum,Fall,1996,100,Big Qualicum R,CM-4,GEORGIA STRAIT,River (BQ Chum),H2,Total Adults,41004,12743,43754.655,106.708
Big Qualicum R,Chum,Fall,1997,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H1,Total Adults,21681,21681,23060.514,106.363
Big Qualicum R,Chum,Fall,1997,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,728,728,599.559,82.357
Big Qualicum R,Chum,Fall,1997,100,Big Qualicum R,CM-4,GEORGIA STRAIT,River (BQ Chum),H2,Total Adults,63401,16391,65038.569,102.583
Big Qualicum R,Chum,Fall,1998,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,B2,Total Adults,564,564,360.985,64.004
Big Qualicum R,Chum,Fall,1998,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H1,Total Adults,37222,37222,13504.921,36.282
Big Qualicum R,Chum,Fall,1998,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,33754,22063,21604.049,64.004
Big Qualicum R,Chum,Fall,1998,100,Big Qualicum R,CM-4,GEORGIA STRAIT,River (BQ Chum),H3,Total Adults,170785,48596,64360.01,37.685
Big Qualicum R,Chum,Fall,1999,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,B2,Total Adults,667,667,402.84,60.396
Big Qualicum R,Chum,Fall,1999,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H1,Total Adults,16168,16168,10204.408,63.115
Big Qualicum R,Chum,Fall,1999,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,1787,1787,1079.275,60.396
Big Qualicum R,Chum,Fall,1999,100,Big Qualicum R,CM-4,GEORGIA STRAIT,River (BQ Chum),H3,Total Adults,45298,7683,20591.965,45.459
Big Qualicum R,Chum,Fall,2000,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence (BQ Chum),H3,Total Adults,10589,5777,4891.877,46.198
Big Qualicum R,Chum,Fall,2000,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence (BQ Chum),H4,Total Adults,1377,1377,619.451,44.986
Big Qualicum R,Chum,Fall,2000,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,B2,Total Adults,2123,2123,1093.569,51.511
Big Qualicum R,Chum,Fall,2000,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H1,Total Adults,1368,1368,545.363,39.866
Big Qualicum R,Chum,Fall,2000,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,120,120,61.812,51.51
Big Qualicum R,Chum,Fall,2001,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N2,Total Adults,123106,8574,50522.999,41.04
Big Qualicum R,Chum,Fall,2001,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence (BQ Chum),H3,Total Adults,13023,592,405.558,3.114
Big Qualicum R,Chum,Fall,2001,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,B1,Total Adults,928,928,587.395,63.297
Big Qualicum R,Chum,Fall,2001,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,5877,5877,3719.952,63.297
Big Qualicum R,Chum,Fall,2001,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Natural Channel,N1,Total Adults,26262,26262,15711.321,59.825
Big Qualicum R,Chum,Fall,2002,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N1,Total Adults,129473,18826,27899.619,21.549
Big Qualicum R,Chum,Fall,2002,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N2,Total Adults,18062,0,3892.108,21.549
Big Qualicum R,Chum,Fall,2002,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,B1,Total Adults,587,587,392.439,66.855
Big Qualicum R,Chum,Fall,2002,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,19671,13455,13151.066,66.855
Big Qualicum R,Chum,Fall,2002,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Natural Channel,N3,Total Adults,32719,32719,13118.541,40.095
Big Qualicum R,Chum,Fall,2003,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N1,Total Adults,29933,258,8702.252,29.072
Big Qualicum R,Chum,Fall,2003,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N2,Total Adults,4503,0,1309.132,29.072
Big Qualicum R,Chum,Fall,2003,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,B1,Total Adults,196,196,90.112,45.976
Big Qualicum R,Chum,Fall,2003,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,5411,5397,2487.739,45.976
Big Qualicum R,Chum,Fall,2003,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Natural Channel,N3,Total Adults,19348,19348,5699.885,29.46
Big Qualicum R,Chum,Fall,2004,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N1,Total Adults,51867,3075,15578.416,30.035
Big Qualicum R,Chum,Fall,2004,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N2,Total Adults,6365,0,1911.747,30.035
Big Qualicum R,Chum,Fall,2004,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,B1,Total Adults,908,908,200.617,22.094
Big Qualicum R,Chum,Fall,2004,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H2,Total Adults,20272,20272,6285.602,31.006
Big Qualicum R,Chum,Fall,2004,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,2242,1949,495.355,22.094
Big Qualicum R,Chum,Fall,2005,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N1,Total Adults,23349,18722,15428.431,66.077
Big Qualicum R,Chum,Fall,2005,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N2,Total Adults,3369,0,2226.15,66.077
Big Qualicum R,Chum,Fall,2005,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,H1,Total Adults,1086,1086,590.443,54.369
Big Qualicum R,Chum,Fall,2005,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H2,Total Adults,10578,10578,7586.258,71.717
Big Qualicum R,Chum,Fall,2005,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,4438,4438,2412.882,54.369
Big Qualicum R,Chum,Fall,2006,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N1,Total Adults,63949,29964,22518.229,35.213
Big Qualicum R,Chum,Fall,2006,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N2,Total Adults,8065,0,2839.911,35.213
Big Qualicum R,Chum,Fall,2006,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,H1,Total Adults,230,230,161.499,70.217
Big Qualicum R,Chum,Fall,2006,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H2,Total Adults,21861,21861,5026.494,22.993
Big Qualicum R,Chum,Fall,2006,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,S1,Total Adults,7249,6744,5090.01,70.217
Big Qualicum R,Chum,Fall,2007,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N1,Total Adults,18609,3065,6871.542,36.926
Big Qualicum R,Chum,Fall,2007,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N2,Total Adults,3000,0,1107.777,36.926
Big Qualicum R,Chum,Fall,2007,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,H1,Total Adults,31,31,14.919,48.126
Big Qualicum R,Chum,Fall,2007,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H2,Total Adults,18355,18355,3321.588,18.096
Big Qualicum R,Chum,Fall,2008,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N1,Total Adults,4753,4753,4192.554,88.209
Big Qualicum R,Chum,Fall,2008,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N2,Total Adults,1969,0,1736.827,88.209
Big Qualicum R,Chum,Fall,2008,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,H2,Total Adults,67,67,66.205,98.813
Big Qualicum R,Chum,Fall,2008,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H1,Total Adults,19345,19345,3963.03,20.486
Big Qualicum R,Chum,Fall,2009,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N1,Total Adults,12813,1386,6410.597,50.032
Big Qualicum R,Chum,Fall,2009,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N2,Total Adults,2000,0,1000.64,50.032
Big Qualicum R,Chum,Fall,2009,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,H2,Total Adults,68,68,41.688,61.306
Big Qualicum R,Chum,Fall,2009,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,H1,Total Adults,20355,9492,9996.09,49.109
Big Qualicum R,Chum,Fall,2010,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N2,Total Adults,11722,3083,7173.553,61.197
Big Qualicum R,Chum,Fall,2010,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N3,Total Adults,2173,0,855.876,39.387
Big Qualicum R,Chum,Fall,2010,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,H1,Total Adults,979,979,599.122,61.197
Big Qualicum R,Chum,Fall,2010,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,N1,Total Adults,11646,5816,4920.644,42.252
Big Qualicum R,Chum,Fall,2011,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,Above fence,Total Adults,109708,35486,16211.323,14.777
Big Qualicum R,Chum,Fall,2011,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,Below fence,Total Adults,10277,0,1518.61,14.777
Big Qualicum R,Chum,Fall,2011,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,Swim ins,Total Adults,8378,8378,3302.005,39.413
Big Qualicum R,Chum,Fall,2012,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N1,Total Adults,79857,5187,16274.723,20.38
Big Qualicum R,Chum,Fall,2012,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N2,Total Adults,10169,0,1841.766,18.112
Big Qualicum R,Chum,Fall,2012,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,Channel,Total Adults,28289,23102,4052.417,14.325
Big Qualicum R,Chum,Fall,2012,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,Morts from swimins,Total Adults,283,283,91.244,32.242
Big Qualicum R,Chum,Fall,2012,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,FN1,Total Adults,2485,2485,801.205,32.242
Big Qualicum R,Chum,Fall,2013,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N1,Total Adults,53552,6501,1205.312,2.251
Big Qualicum R,Chum,Fall,2013,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N2,Total Adults,10000,0,1535.492,15.355
Big Qualicum R,Chum,Fall,2013,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,Morts from swim ins.,Total Adults,119,119,45.55,38.277
Big Qualicum R,Chum,Fall,2013,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,Channel,Total Adults,23093,16592,4731.631,20.489
Big Qualicum R,Chum,Fall,2014,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N2,Total Adults,9294,3866,1995.909,21.475
Big Qualicum R,Chum,Fall,2014,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N1,Total Adults,6000,0,1282.511,21.375
Big Qualicum R,Chum,Fall,2014,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,Swim in removals,Total Adults,275,275,87.902,31.964
Big Qualicum R,Chum,Fall,2014,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,Channel,Total Adults,18385,7678,2951.984,16.056
Big Qualicum R,Chum,Fall,2015,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N1,Total Adults,55112,598,108108.757,196.162
Big Qualicum R,Chum,Fall,2015,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N2,Total Adults,8000,0,824.241,10.303
Big Qualicum R,Chum,Fall,2015,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Broodstock,Swim ins removed.,Total Adults,655,655,1921.985,293.433
Big Qualicum R,Chum,Fall,2015,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,Channel,Total Adults,23008,20955,2312.776,10.052
Big Qualicum R,Chum,Fall,2016,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N2,Total Adults,124034,662,36525.39,29.448
Big Qualicum R,Chum,Fall,2016,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N1,Total Adults,50000,0,14723.942,29.448
Big Qualicum R,Chum,Fall,2016,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,Channel,Total Adults,29992,18211,2357.561,7.861
Big Qualicum R,Chum,Fall,2016,100,Big Qualicum R,CM-4,GEORGIA STRAIT,First Nations Rack,ESSR plus 12 other removals/morts,Total Adults,44198,44198,16876.399,38.184
Big Qualicum R,Chum,Fall,2017,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Above Fence,N1,Total Adults,6090,0,6828.268,112.123
Big Qualicum R,Chum,Fall,2017,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Below Fence,N2,Total Adults,1500,0,1681.839,112.123
Big Qualicum R,Chum,Fall,2017,100,Big Qualicum R,CM-4,GEORGIA STRAIT,Channel,Channel,Total Adults,14373,303,16115.384,112.123
Chehalis R,Chum,Fall,1990,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,10976,10976,10772.598,98.147
Chehalis R,Chum,Fall,1990,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,120000,6626,44477.951,37.065
Chehalis R,Chum,Fall,1990,154,Chehalis R,CM-2,LOWER FRASER,Tendered Sale,Z1,Total Adults,73954,73954,72583.528,98.147
Chehalis R,Chum,Fall,1991,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,10802,10802,8705.887,80.595
Chehalis R,Chum,Fall,1991,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,529480,125867,29588.3,5.588
Chehalis R,Chum,Fall,1991,154,Chehalis R,CM-2,LOWER FRASER,Tendered Sale,Z1,Total Adults,41277,41277,33267.254,80.595
Chehalis R,Chum,Fall,1992,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,9618,9618,9764.636,101.525
Chehalis R,Chum,Fall,1992,154,Chehalis R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,13317,13317,13520.02,101.525
Chehalis R,Chum,Fall,1992,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,114000,0,23248.854,20.394
Chehalis R,Chum,Fall,1992,154,Chehalis R,CM-2,LOWER FRASER,Tendered Sale,Z1,Total Adults,25275,25275,25660.33,101.525
Chehalis R,Chum,Fall,1993,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,12405,12405,11813.796,95.234
Chehalis R,Chum,Fall,1993,154,Chehalis R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,22800,22800,21713.385,95.234
Chehalis R,Chum,Fall,1993,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,72500,5876,10285.256,14.187
Chehalis R,Chum,Fall,1994,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,8216,8216,8230.479,100.176
Chehalis R,Chum,Fall,1994,154,Chehalis R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,20194,12142,20229.59,100.176
Chehalis R,Chum,Fall,1994,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,100000,17476,20749.927,20.75
Chehalis R,Chum,Fall,1995,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,8656,8656,7609.12,87.906
Chehalis R,Chum,Fall,1995,154,Chehalis R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,38839,38839,34141.709,87.906
Chehalis R,Chum,Fall,1995,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,588,0,516.884,87.905
Chehalis R,Chum,Fall,1995,154,Chehalis R,CM-2,LOWER FRASER,River,N2,Total Adults,75000,0,13243.503,17.658
Chehalis R,Chum,Fall,1996,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,9078,9078,5508.814,60.683
Chehalis R,Chum,Fall,1996,154,Chehalis R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,47698,47698,28944.633,60.683
Chehalis R,Chum,Fall,1996,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,75000,0,9142.798,12.19
Chehalis R,Chum,Fall,1997,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,7364,7364,5461.889,74.17
Chehalis R,Chum,Fall,1997,154,Chehalis R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,42826,42826,31764.108,74.17
Chehalis R,Chum,Fall,1997,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,312,312,231.41,74.17
Chehalis R,Chum,Fall,1997,154,Chehalis R,CM-2,LOWER FRASER,River,N2,Total Adults,75000,0,11174.787,14.9
Chehalis R,Chum,Fall,1998,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,H1,Total Adults,4160,4160,3315.092,79.69
Chehalis R,Chum,Fall,1998,154,Chehalis R,CM-2,LOWER FRASER,First Nations Harvest,I1,Total Adults,10000,10000,1600.846,16.008
Chehalis R,Chum,Fall,1998,154,Chehalis R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,71697,71697,57135.146,79.69
Chehalis R,Chum,Fall,1998,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,200000,0,32016.917,16.008
Chehalis R,Chum,Fall,1999,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,1317,1317,1113.281,84.532
Chehalis R,Chum,Fall,1999,154,Chehalis R,CM-2,LOWER FRASER,First Nations Harvest,I1,Total Adults,10000,10000,1698.046,16.98
Chehalis R,Chum,Fall,1999,154,Chehalis R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,100092,100092,84609.495,84.532
Chehalis R,Chum,Fall,1999,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,175000,101448,29715.79,16.98
Chehalis R,Chum,Fall,2000,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,3174,3174,2478.453,78.086
Chehalis R,Chum,Fall,2000,154,Chehalis R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,14659,14659,11446.641,78.086
Chehalis R,Chum,Fall,2000,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,27000,17833,4235.134,15.686
Chehalis R,Chum,Fall,2001,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,5855,5855,2144.752,36.631
Chehalis R,Chum,Fall,2001,154,Chehalis R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,63564,63564,23284.227,36.631
Chehalis R,Chum,Fall,2001,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,81000,69419,5960.304,7.358
Chehalis R,Chum,Fall,2002,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,4883,4883,3555.653,72.817
Chehalis R,Chum,Fall,2002,154,Chehalis R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,26338,13091,19178.541,72.817
Chehalis R,Chum,Fall,2002,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,30045,0,4394.805,14.627
Chehalis R,Chum,Fall,2003,154,Chehalis R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,5985,5985,53.585,0.895
Chehalis R,Chum,Fall,2003,154,Chehalis R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,17341,17341,155.26,0.895
Chehalis R,Chum,Fall,2003,154,Chehalis R,CM-2,LOWER FRASER,River,N1,Total Adults,20000,0,179.066,0.895
Chilliwack R,Chum,Fall,1990,107,Chilliwack R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,2978,2978,3364.016,112.962
Chilliwack R,Chum,Fall,1990,107,Chilliwack R,CM-2,LOWER FRASER,Natural Channel,N3,Total Adults,9427,2831,370.572,3.931
Chilliwack R,Chum,Fall,1990,107,Chilliwack R,CM-2,LOWER FRASER,Natural Channel,N4,Total Adults,13387,5516,1134.325,8.473
Chilliwack R,Chum,Fall,1990,107,Chilliwack R,CM-2,LOWER FRASER,River,N1,Total Adults,76550,4593,1854.666,2.423
Chilliwack R,Chum,Fall,1990,107,Chilliwack R,CM-2,LOWER FRASER,Tendered Sale,Z1,Total Adults,6201,6201,7004.79,112.962
Chilliwack R,Chum,Fall,1990,107,Chilliwack R,CM-2,LOWER FRASER,Tributary,N2,Total Adults,44800,6723,2076.366,4.635
Chilliwack R,Chum,Fall,1991,107,Chilliwack R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,4545,4545,3583.631,78.848
Chilliwack R,Chum,Fall,1991,107,Chilliwack R,CM-2,LOWER FRASER,River,N1,Total Adults,147983,17758,13230.546,8.941
Chilliwack R,Chum,Fall,1991,107,Chilliwack R,CM-2,LOWER FRASER,Tendered Sale,Z1,Total Adults,3273,3273,2580.688,78.848
Chilliwack R,Chum,Fall,1991,107,Chilliwack R,CM-2,LOWER FRASER,Tributary,N2,Total Adults,14665,4404,885.675,6.039
Chilliwack R,Chum,Fall,1992,107,Chilliwack R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,3714,3714,1941.62,52.278
Chilliwack R,Chum,Fall,1992,107,Chilliwack R,CM-2,LOWER FRASER,Natural Channel,N3,Total Adults,7149,5935,64.642,0.904
Chilliwack R,Chum,Fall,1992,107,Chilliwack R,CM-2,LOWER FRASER,River,N1,Total Adults,210083,25210,13833.459,6.585
Chilliwack R,Chum,Fall,1992,107,Chilliwack R,CM-2,LOWER FRASER,Tendered Sale,Z1,Total Adults,6542,6542,3420.054,52.278
Chilliwack R,Chum,Fall,1992,107,Chilliwack R,CM-2,LOWER FRASER,Tributary,N2,Total Adults,10897,3269,543.583,4.988
Chilliwack R,Chum,Fall,1993,107,Chilliwack R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,4445,4445,3097.917,69.694
Chilliwack R,Chum,Fall,1993,107,Chilliwack R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,26939,26939,18774.987,69.694
Chilliwack R,Chum,Fall,1993,107,Chilliwack R,CM-2,LOWER FRASER,Natural Channel,N3,Total Adults,12428,9716,193.314,1.555
Chilliwack R,Chum,Fall,1993,107,Chilliwack R,CM-2,LOWER FRASER,River,N1,Total Adults,176533,21191,44782.531,25.368
