species,run,BY,project,stock,stock_CU,stock_type,facility,rel_site,prod_area,stage,tagcode,OEY,rel_start,rel_end,tot_tag,TotRelease,age,recY,"1Alaskan Net (AK Catch, sampled by Canada)",1Alberni Canal S,1Alberni Comm GN,1BC Unknown Marine,1Bella Coola R FSC,1Central Net General 2009+,1Central N,1PFMA8 Terminal N,1Central S,1Comb_CR: BC Unknown,1Comb_CR: Fraser Gillnet & Georgia Str Net,1Comb_CR: Georgia Str & SW Vcr Is Troll,"1Comb_CR: Georgia Str, N & S Central Troll",1Comb_CR: Johnstone Str & Georgia Str Net,1Comb_CR: Johnstone Strait & Central Net,1Comb_CR: North & South Central Troll,1Comb_CR: Northern & Central Net,"1Comb_CR: Northern, N & S Central Troll",1Comb_CR: NW & SW Vancouver Is Troll,1Comb_CR: NW & SW Vcr Is & WA/OR Troll,"1Comb_CR: NW Vcr Is, N & S Central Troll",1Fraser FN (Fall-Winter),1Fraser FN Fall Winter Harrison to Thompson R (2011+),1Fraser GN+FN (Fall-Winter),1Fraser GN+FN (Spring-Sum),1Fraser GN,1Fraser SN,1Freshwater S,1SOG N,1Central SOG S,1North SOG S,1South SOG S,1SOG T,1Johnstone Strait N,1South Johnstone Strait S,1Juan de Fuca N,1Juan de Fuca S,1Juan De Fuca Troll,1North Central T,1NWVI Taaq-Wiihak,1Northern N,1Northern S,1Northern T,1NWVI N,1NWVI T,1Nuu-chah-nulth,1Skeena Test Fishery,1South Central T,1SWVI Taaq-Wiihak,1SWVI N,1Southwest Vancouver Is Net (Exc Alberni Inlet),1SWVI T,"1WA Net (WA Catch, sampled by Canada)",1WA/OR Troll (Historical),1WCVI S,2ADFG,2California Dept of Fish and Game (CA),2NMFS AK,2ODFW,2Quinault Dept of Natural Resource (WA),2WDFW,3Hatchery Removals,3Natural Spawners,3Rack First Nations,3Rack Tendered,3Terminal FN,3Terminal Other,CDNCatch,USCatch,TotCatch,Escape,TotCatch+Esc
Coho,Fall,1982,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022639,1984,198406,19840605,26317,68018,4,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66,0.06,NA,NA,3.33,NA,0,0,0,6.05,6.05
Coho,Fall,1982,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022640,1984,198406,19840605,27320,64862,2,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.63,NA,NA,NA,NA,NA,7.53,0,7.53,176.63,184.16
Coho,Fall,1982,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022640,1984,198406,19840605,27320,64862,3,1985,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,149.47,NA,72.07,30.62,NA,1433.73,2384.12,475.46,16,NA,169.03,132.76,NA,NA,NA,NA,NA,NA,NA,79.87,NA,NA,NA,NA,18.81,NA,333.58,NA,NA,19,NA,NA,NA,4.65,NA,836.09,1632.61,36.84,NA,NA,1499.26,NA,5314.52,840.74,6155.26,3168.71,9323.97
Coho,Fall,1982,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022640,1984,198406,19840605,27320,64862,4,1986,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,0,22.1,0,22.1
Coho,Fall,1982,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022641,1984,198406,19840605,27102,86452,2,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.82,NA,NA,NA,NA,NA,0,0,0,36.82,36.82
Coho,Fall,1982,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022641,1984,198406,19840605,27102,86452,3,1985,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,197.52,NA,38.98,10.85,NA,2569.05,2131.82,592.14,42.96,NA,487.43,203.91,NA,NA,NA,NA,NA,NA,NA,38.34,NA,NA,8.52,NA,37.96,NA,640.47,NA,NA,25.52,0,NA,NA,15.22,NA,889.38,2278.67,51.42,NA,NA,2092.55,NA,7025.47,904.6,7930.07,4422.64,12352.71
Coho,Fall,1982,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022641,1984,198406,19840605,27102,86452,4,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,16.65,6.7,23.35,0,23.35
Coho,Fall,1982,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022642,1984,198406,19840605,10261,73277,2,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.05,0.18,NA,NA,5.33,NA,0,0,0,40.56,40.56
Coho,Fall,1982,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022642,1984,198406,19840605,10261,73277,3,1985,NA,NA,NA,NA,NA,NA,NA,NA,25.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.17,NA,59.84,NA,NA,997.13,1439.01,624.04,NA,NA,272.09,117.34,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,65.27,NA,NA,28.57,NA,NA,NA,NA,NA,521.68,1993.63,44.98,NA,NA,1830.8,NA,3826.81,521.68,4348.49,3869.41,8217.9
Coho,Fall,1982,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022642,1984,198406,19840605,10261,73277,4,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.06,0,44.06,0,44.06
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022931,1985,198502,19850219,10485,208266,3,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.47,27.01,NA,944.72,749.03,321.78,258.42,NA,96.14,NA,NA,NA,NA,NA,NA,0,NA,86.8,NA,NA,0,NA,NA,NA,149.97,NA,NA,NA,NA,NA,NA,NA,NA,58.99,122.86,2.98,NA,NA,153.55,NA,2855.34,58.99,2914.33,279.39,3193.72
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022931,1985,198502,19850219,10485,208266,4,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.5,0,101.5,0,101.5
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022932,1985,198506,19850604,9684,71273,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.27,NA,NA,NA,NA,NA,0,0,0,38.27,38.27
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022932,1985,198506,19850604,9684,71273,3,1986,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.76,NA,10.01,NA,671.65,889.11,NA,NA,NA,183.77,49.38,NA,NA,NA,NA,NA,NA,NA,64.25,NA,NA,NA,NA,NA,NA,55.57,NA,NA,NA,NA,NA,NA,NA,NA,70.58,508.34,12.35,NA,NA,635.34,NA,1949.5,70.58,2020.08,1156.03,3176.11
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022933,1985,198506,19850604,9914,61678,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.06,NA,NA,NA,NA,NA,0,0,0,97.06,97.06
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022933,1985,198506,19850604,9914,61678,3,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065.35,21.77,27.68,NA,NA,1491.24,1020.59,92.71,37.83,NA,270.01,107.88,NA,NA,NA,NA,NA,NA,NA,72.98,NA,NA,78.14,NA,14.5,NA,368.68,NA,NA,NA,NA,NA,NA,35.27,NA,322.14,557.97,13.56,NA,NA,697.37,NA,4669.36,357.41,5026.77,1268.9,6295.67
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022934,1985,198506,19850604,10123,73278,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.39,NA,NA,NA,NA,NA,0,0,0,100.39,100.39
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022934,1985,198506,19850604,10123,73278,3,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126.07,25.34,NA,26.2,NA,1987.64,1524.11,696.08,18.68,NA,481.63,56.31,NA,NA,NA,NA,44.95,NA,NA,22.58,NA,NA,76.3,NA,NA,NA,480.6,NA,NA,NA,NA,NA,NA,NA,NA,601.4,505.4,14.14,NA,NA,624.89,NA,6566.49,601.4,7167.89,1144.43,8312.32
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022935,1985,198506,19850604,9660,66995,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.02,NA,NA,NA,NA,NA,0,0,0,12.02,12.02
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022935,1985,198506,19850604,9660,66995,3,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.31,NA,34.26,75.94,NA,1314.66,719.53,49.86,NA,NA,87.87,66.5,NA,NA,NA,NA,NA,NA,NA,46.26,NA,NA,49.66,NA,NA,NA,409.64,NA,NA,NA,NA,NA,NA,NA,NA,616.26,672.06,16.33,NA,NA,839.96,NA,2903.49,616.26,3519.75,1528.35,5048.1
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022935,1985,198506,19850604,9660,66995,4,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.28,0,38.28,0,38.28
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022936,1985,198506,19850604,10617,73820,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.26,NA,NA,NA,NA,NA,0,0,0,60.26,60.26
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,022936,1985,198506,19850604,10617,73820,3,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.86,NA,64.6,18.92,NA,1387.1,1161.75,271.51,81.14,NA,397.23,89.9,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,130.86,NA,16.2,NA,571.83,NA,NA,NA,NA,NA,NA,NA,NA,605.14,666.6,16.2,NA,NA,833.14,NA,4266.9,605.14,4872.04,1515.94,6387.98
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,023008,1985,198506,19850603,24740,127722,3,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.39,NA,NA,28.08,NA,1283.46,679.74,314.62,NA,NA,270.65,101.09,NA,NA,NA,NA,NA,NA,NA,161.29,NA,NA,32.42,NA,NA,NA,292.89,NA,NA,43.37,NA,NA,0,13.78,NA,379.75,329.96,8.01,NA,NA,412.4,NA,3328,393.53,3721.53,750.37,4471.9
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,023009,1985,198506,19850603,27314,208256,3,1986,NA,NA,NA,NA,NA,NA,27.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.35,NA,71.6,0,NA,2063.33,1607.36,490.19,NA,NA,489.4,127.93,NA,NA,NA,NA,NA,NA,NA,305.3,NA,NA,47.88,NA,0,NA,503.37,NA,NA,NA,NA,NA,NA,40.1,NA,588.77,762.3,18.33,NA,NA,943.08,NA,5937.16,628.87,6566.03,1723.71,8289.74
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,023137,1985,198504,19850401,10875,109477,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,NA,NA,NA,NA,NA,0,0,0,34.9,34.9
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,023137,1985,198504,19850401,10875,109477,3,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.13,35.23,NA,NA,NA,747.94,434.18,301.51,61.21,NA,146.16,33.93,NA,NA,NA,NA,NA,NA,NA,195.59,NA,NA,156.64,NA,NA,NA,311.77,NA,NA,NA,NA,NA,NA,NA,NA,256.9,155.66,3.78,NA,NA,194.55,NA,2458.29,256.9,2715.19,353.99,3069.18
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,023137,1985,198504,19850401,10875,109477,4,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.58,0,26.58,0,26.58
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,082249,1985,198506,19850604,75569,214073,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.26,22.52,NA,NA,NA,NA,11.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.64,NA,NA,NA,NA,NA,50.76,0,50.76,19.64,70.4
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,082249,1985,198506,19850604,75569,214073,3,1986,NA,NA,NA,NA,NA,NA,NA,NA,34.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.73,NA,31.58,53.25,NA,2589.13,2434.24,958.28,120.14,NA,996.59,185.7,NA,NA,NA,NA,NA,NA,NA,363.42,NA,NA,154.94,NA,6.6,NA,1285.18,NA,NA,47.59,0,NA,NA,20.93,NA,1019.92,931.58,22.64,NA,NA,1164.33,NA,9729.84,1040.85,10770.69,2118.55,12889.24
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,082249,1985,198506,19850604,75569,214073,4,1987,NA,NA,NA,NA,NA,NA,NA,NA,16.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,4.11,NA,196.53,44.67,68.53,5.07,NA,12.7,15.52,NA,NA,NA,NA,NA,NA,NA,61.65,NA,NA,14.14,NA,4.67,NA,514.12,0,NA,54.79,NA,NA,NA,NA,NA,83.75,NA,NA,NA,NA,NA,NA,1021.14,83.75,1104.89,0,1104.89
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,082249,1985,198506,19850604,75569,214073,5,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.68,NA,NA,NA,NA,NA,NA,31.73,NA,NA,NA,NA,NA,NA,NA,NA,40.9,NA,NA,NA,NA,NA,NA,53.66,40.9,94.56,0,94.56
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,082250,1985,198506,19850604,36848,67216,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.42,4.27,NA,NA,NA,NA,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.37,0,25.37,0,25.37
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,082250,1985,198506,19850604,36848,67216,3,1986,NA,NA,NA,NA,NA,NA,NA,NA,5.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.59,NA,28.89,11.56,NA,1279.49,955,255.56,11.09,NA,300.22,106.51,NA,NA,NA,NA,NA,NA,NA,107.28,NA,NA,44.86,NA,6.37,NA,330.73,NA,NA,15.32,NA,NA,NA,4.82,NA,361,330.96,8.04,NA,NA,413.65,NA,3572.09,365.82,3937.91,752.65,4690.56
Coho,Fall,1983,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,082250,1985,198506,19850604,36848,67216,4,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.58,0,15.58,0,15.58
Coho,Fall,1984,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,023447,1986,198605,19860522,10206,94005,2,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.34,NA,NA,NA,NA,NA,0,0,0,9.34,9.34
Coho,Fall,1984,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,023447,1986,198605,19860522,10206,94005,3,1987,NA,NA,NA,NA,NA,NA,NA,NA,49.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,NA,3508.27,1487.66,632.72,51.02,NA,346.68,73.59,NA,NA,NA,NA,NA,NA,NA,453.18,NA,NA,248.42,NA,NA,NA,1390.46,NA,NA,NA,NA,NA,NA,118.17,NA,647.2,279.84,12.48,NA,NA,682.66,NA,8300.78,765.37,9066.15,974.98,10041.13
Coho,Fall,1984,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,023447,1986,198605,19860522,10206,94005,4,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.33,0,46.33,0,46.33
Coho,Fall,1984,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,023447,1986,198605,19860522,10206,94005,5,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.13,0,66.13,0,66.13
Coho,Fall,1984,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,023452,1986,198605,19860522,10172,35241,2,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.11,NA,NA,NA,NA,NA,12.02,0,12.02,28.11,40.13
Coho,Fall,1984,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,023452,1986,198605,19860522,10172,35241,3,1987,NA,13.86,NA,NA,NA,NA,NA,NA,18.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.63,NA,36.45,6.58,NA,1145.37,631.1,274.44,45.18,NA,166.8,166.24,NA,NA,NA,10.64,NA,19.64,NA,128.97,NA,NA,34.58,NA,NA,NA,308.4,0,NA,7.48,NA,NA,0,5.27,NA,211.23,670.15,29.89,NA,NA,1634.81,NA,3080.9,216.5,3297.4,2334.85,5632.25
Coho,Fall,1984,Capilano R,Capilano R,CO-10,M,Capilano River H,Capilano R,GSMN,Smolt 1+,023452,1986,198605,19860522,10172,35241,4,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.41,0,20.41,0,20.41
