year,area,species,catch,fishery,type,area_catch
2006,5,Pink,11296,GN,Commercial,483119
2007,5,Pink,2468,GN,Commercial,483119
2008,5,Pink,303,GN,Commercial,483119
2010,5,Pink,294,GN,Commercial,483119
2011,5,Pink,1181,GN,Commercial,483119
2012,5,Pink,85,GN,Commercial,483119
2014,5,Pink,3066,GN,Commercial,483119
2016,5,Pink,1152,GN,Commercial,483119
2018,5,Pink,0,GN,Commercial,483119
1982,6,Pink,16222,GN,Commercial,707078
1983,6,Pink,55933,GN,Commercial,707078
1984,6,Pink,8203,GN,Commercial,707078
1985,6,Pink,33193,GN,Commercial,707078
1986,6,Pink,74721,GN,Commercial,707078
1987,6,Pink,27054,GN,Commercial,707078
1988,6,Pink,60115,GN,Commercial,707078
1989,6,Pink,4191,GN,Commercial,707078
1990,6,Pink,45119,GN,Commercial,707078
1991,6,Pink,7299,GN,Commercial,707078
1992,6,Pink,1439,GN,Commercial,707078
1993,6,Pink,600,GN,Commercial,707078
1994,6,Pink,3414,GN,Commercial,707078
1995,6,Pink,427,GN,Commercial,707078
1996,6,Pink,1381,GN,Commercial,707078
1997,6,Pink,14259,GN,Commercial,707078
1998,6,Pink,53665,GN,Commercial,707078
1999,6,Pink,9869,GN,Commercial,707078
2000,6,Pink,49839,GN,Commercial,707078
2001,6,Pink,30048,GN,Commercial,707078
2002,6,Pink,22844,GN,Commercial,707078
2003,6,Pink,22233,GN,Commercial,707078
2004,6,Pink,15602,GN,Commercial,707078
2005,6,Pink,79027,GN,Commercial,707078
2006,6,Pink,3810,GN,Commercial,707078
2007,6,Pink,9365,GN,Commercial,707078
2008,6,Pink,225,GN,Commercial,707078
2009,6,Pink,19796,GN,Commercial,707078
2010,6,Pink,435,GN,Commercial,707078
2011,6,Pink,3631,GN,Commercial,707078
2012,6,Pink,2014,GN,Commercial,707078
2015,6,Pink,3603,GN,Commercial,707078
2016,6,Pink,21953,GN,Commercial,707078
2017,6,Pink,5549,GN,Commercial,707078
1982,7,Pink,6438,GN,Commercial,122324
1983,7,Pink,1049,GN,Commercial,122324
1984,7,Pink,2321,GN,Commercial,122324
1985,7,Pink,25534,GN,Commercial,122324
1986,7,Pink,20415,GN,Commercial,122324
1987,7,Pink,9339,GN,Commercial,122324
1988,7,Pink,4252,GN,Commercial,122324
1989,7,Pink,3503,GN,Commercial,122324
1990,7,Pink,11970,GN,Commercial,122324
1991,7,Pink,3715,GN,Commercial,122324
1992,7,Pink,3059,GN,Commercial,122324
1993,7,Pink,1435,GN,Commercial,122324
1994,7,Pink,814,GN,Commercial,122324
1995,7,Pink,3186,GN,Commercial,122324
1996,7,Pink,3376,GN,Commercial,122324
1997,7,Pink,1483,GN,Commercial,122324
1998,7,Pink,302,GN,Commercial,122324
1999,7,Pink,1110,GN,Commercial,122324
2000,7,Pink,1009,GN,Commercial,122324
2001,7,Pink,5783,GN,Commercial,122324
2002,7,Pink,918,GN,Commercial,122324
2003,7,Pink,734,GN,Commercial,122324
2004,7,Pink,984,GN,Commercial,122324
2005,7,Pink,1244,GN,Commercial,122324
2006,7,Pink,652,GN,Commercial,122324
2007,7,Pink,598,GN,Commercial,122324
2009,7,Pink,203,GN,Commercial,122324
2011,7,Pink,1377,GN,Commercial,122324
2012,7,Pink,105,GN,Commercial,122324
2013,7,Pink,1681,GN,Commercial,122324
2014,7,Pink,476,GN,Commercial,122324
2015,7,Pink,405,GN,Commercial,122324
2016,7,Pink,1914,GN,Commercial,122324
2017,7,Pink,940,GN,Commercial,122324
1982,8,Pink,15056,GN,Commercial,2003962
1983,8,Pink,36247,GN,Commercial,2003962
1984,8,Pink,19153,GN,Commercial,2003962
1985,8,Pink,125525,GN,Commercial,2003962
1986,8,Pink,331090,GN,Commercial,2003962
1987,8,Pink,69573,GN,Commercial,2003962
1988,8,Pink,197577,GN,Commercial,2003962
1989,8,Pink,47680,GN,Commercial,2003962
1990,8,Pink,289859,GN,Commercial,2003962
1991,8,Pink,18725,GN,Commercial,2003962
1992,8,Pink,77683,GN,Commercial,2003962
1993,8,Pink,22867,GN,Commercial,2003962
1994,8,Pink,56978,GN,Commercial,2003962
1995,8,Pink,38783,GN,Commercial,2003962
1996,8,Pink,46259,GN,Commercial,2003962
1997,8,Pink,83393,GN,Commercial,2003962
1998,8,Pink,42943,GN,Commercial,2003962
1999,8,Pink,9828,GN,Commercial,2003962
2000,8,Pink,43807,GN,Commercial,2003962
2001,8,Pink,97372,GN,Commercial,2003962
2002,8,Pink,30097,GN,Commercial,2003962
2003,8,Pink,45862,GN,Commercial,2003962
2004,8,Pink,15747,GN,Commercial,2003962
2005,8,Pink,24033,GN,Commercial,2003962
2006,8,Pink,9696,GN,Commercial,2003962
2007,8,Pink,7701,GN,Commercial,2003962
2008,8,Pink,795,GN,Commercial,2003962
2009,8,Pink,1253,GN,Commercial,2003962
2010,8,Pink,1155,GN,Commercial,2003962
2011,8,Pink,1998,GN,Commercial,2003962
2012,8,Pink,349,GN,Commercial,2003962
2013,8,Pink,50387,GN,Commercial,2003962
2014,8,Pink,1097,GN,Commercial,2003962
2015,8,Pink,22075,GN,Commercial,2003962
2016,8,Pink,61949,GN,Commercial,2003962
2017,8,Pink,43249,GN,Commercial,2003962
2018,8,Pink,4834,GN,Commercial,2003962
2019,8,Pink,621,GN,Commercial,2003962
2020,8,Pink,10666,GN,Commercial,2003962
1982,9,Pink,1944,GN,Commercial,891732
1983,9,Pink,11838,GN,Commercial,891732
1984,9,Pink,79742,GN,Commercial,891732
1985,9,Pink,75944,GN,Commercial,891732
1986,9,Pink,150718,GN,Commercial,891732
1987,9,Pink,107893,GN,Commercial,891732
1988,9,Pink,148780,GN,Commercial,891732
1989,9,Pink,4634,GN,Commercial,891732
1990,9,Pink,153378,GN,Commercial,891732
1991,9,Pink,2009,GN,Commercial,891732
1992,9,Pink,132943,GN,Commercial,891732
1993,9,Pink,2282,GN,Commercial,891732
1994,9,Pink,18987,GN,Commercial,891732
1995,9,Pink,640,GN,Commercial,891732
1982,10,Pink,3378,GN,Commercial,140939
1983,10,Pink,2577,GN,Commercial,140939
1984,10,Pink,477,GN,Commercial,140939
1985,10,Pink,6818,GN,Commercial,140939
1986,10,Pink,8303,GN,Commercial,140939
1987,10,Pink,10866,GN,Commercial,140939
1988,10,Pink,20547,GN,Commercial,140939
1989,10,Pink,1229,GN,Commercial,140939
1990,10,Pink,4401,GN,Commercial,140939
1991,10,Pink,9960,GN,Commercial,140939
1992,10,Pink,49601,GN,Commercial,140939
1993,10,Pink,12043,GN,Commercial,140939
1994,10,Pink,9967,GN,Commercial,140939
1995,10,Pink,133,GN,Commercial,140939
1996,10,Pink,513,GN,Commercial,140939
2011,10,Pink,0,GN,Commercial,140939
2014,10,Pink,122,GN,Commercial,140939
2016,10,Pink,4,GN,Commercial,140939
1982,11,Pink,2368,GN,Commercial,369654
1983,11,Pink,5469,GN,Commercial,369654
1984,11,Pink,1618,GN,Commercial,369654
1985,11,Pink,12446,GN,Commercial,369654
1986,11,Pink,42886,GN,Commercial,369654
1987,11,Pink,23758,GN,Commercial,369654
1988,11,Pink,3022,GN,Commercial,369654
1989,11,Pink,56938,GN,Commercial,369654
1990,11,Pink,76671,GN,Commercial,369654
1991,11,Pink,45012,GN,Commercial,369654
1992,11,Pink,12559,GN,Commercial,369654
1993,11,Pink,29571,GN,Commercial,369654
1994,11,Pink,8243,GN,Commercial,369654
1995,11,Pink,3758,GN,Commercial,369654
1996,11,Pink,449,GN,Commercial,369654
1997,11,Pink,10776,GN,Commercial,369654
2001,11,Pink,1729,GN,Commercial,369654
2002,11,Pink,4363,GN,Commercial,369654
2003,11,Pink,2271,GN,Commercial,369654
2004,11,Pink,3842,GN,Commercial,369654
2006,11,Pink,2157,GN,Commercial,369654
2010,11,Pink,7994,GN,Commercial,369654
2011,11,Pink,689,GN,Commercial,369654
2012,11,Pink,0,GN,Commercial,369654
2014,11,Pink,9937,GN,Commercial,369654
2018,11,Pink,1128,GN,Commercial,369654
1982,12,Pink,9976,GN,Commercial,1935626
1983,12,Pink,80549,GN,Commercial,1935626
1984,12,Pink,25682,GN,Commercial,1935626
1985,12,Pink,205791,GN,Commercial,1935626
1986,12,Pink,108244,GN,Commercial,1935626
1987,12,Pink,104310,GN,Commercial,1935626
1988,12,Pink,14297,GN,Commercial,1935626
1989,12,Pink,208824,GN,Commercial,1935626
1990,12,Pink,126789,GN,Commercial,1935626
1991,12,Pink,128569,GN,Commercial,1935626
1992,12,Pink,23445,GN,Commercial,1935626
1993,12,Pink,177519,GN,Commercial,1935626
1994,12,Pink,32958,GN,Commercial,1935626
1995,12,Pink,37054,GN,Commercial,1935626
1996,12,Pink,5099,GN,Commercial,1935626
1997,12,Pink,61652,GN,Commercial,1935626
1998,12,Pink,11166,GN,Commercial,1935626
1999,12,Pink,1116,GN,Commercial,1935626
2000,12,Pink,120146,GN,Commercial,1935626
2001,12,Pink,16291,GN,Commercial,1935626
2002,12,Pink,32488,GN,Commercial,1935626
2003,12,Pink,28503,GN,Commercial,1935626
2004,12,Pink,27621,GN,Commercial,1935626
2005,12,Pink,5655,GN,Commercial,1935626
2006,12,Pink,19054,GN,Commercial,1935626
2007,12,Pink,21,GN,Commercial,1935626
2008,12,Pink,3431,GN,Commercial,1935626
2009,12,Pink,751,GN,Commercial,1935626
2010,12,Pink,93462,GN,Commercial,1935626
2011,12,Pink,22100,GN,Commercial,1935626
2012,12,Pink,6,GN,Commercial,1935626
2013,12,Pink,2,GN,Commercial,1935626
2014,12,Pink,173190,GN,Commercial,1935626
2015,12,Pink,107,GN,Commercial,1935626
2016,12,Pink,1,GN,Commercial,1935626
2017,12,Pink,2,GN,Commercial,1935626
2018,12,Pink,29753,GN,Commercial,1935626
2020,12,Pink,2,GN,Commercial,1935626
1982,13,Pink,1485,GN,Commercial,152852
1983,13,Pink,10473,GN,Commercial,152852
1984,13,Pink,280,GN,Commercial,152852
1985,13,Pink,16142,GN,Commercial,152852
1986,13,Pink,2804,GN,Commercial,152852
1987,13,Pink,10412,GN,Commercial,152852
1988,13,Pink,792,GN,Commercial,152852
1989,13,Pink,25967,GN,Commercial,152852
1990,13,Pink,5362,GN,Commercial,152852
1991,13,Pink,10368,GN,Commercial,152852
1992,13,Pink,1609,GN,Commercial,152852
1993,13,Pink,12512,GN,Commercial,152852
1994,13,Pink,911,GN,Commercial,152852
1995,13,Pink,6548,GN,Commercial,152852
1996,13,Pink,288,GN,Commercial,152852
1997,13,Pink,4097,GN,Commercial,152852
1998,13,Pink,955,GN,Commercial,152852
1999,13,Pink,169,GN,Commercial,152852
2000,13,Pink,3745,GN,Commercial,152852
2001,13,Pink,1140,GN,Commercial,152852
2002,13,Pink,1561,GN,Commercial,152852
2003,13,Pink,2342,GN,Commercial,152852
2004,13,Pink,2830,GN,Commercial,152852
2005,13,Pink,3244,GN,Commercial,152852
2006,13,Pink,2039,GN,Commercial,152852
2007,13,Pink,1,GN,Commercial,152852
2008,13,Pink,659,GN,Commercial,152852
2009,13,Pink,2,GN,Commercial,152852
2010,13,Pink,6922,GN,Commercial,152852
2011,13,Pink,4179,GN,Commercial,152852
2012,13,Pink,0,GN,Commercial,152852
2013,13,Pink,2,GN,Commercial,152852
2014,13,Pink,9835,GN,Commercial,152852
2015,13,Pink,7,GN,Commercial,152852
2016,13,Pink,4,GN,Commercial,152852
2017,13,Pink,1,GN,Commercial,152852
2018,13,Pink,3165,GN,Commercial,152852
2020,13,Pink,0,GN,Commercial,152852
1982,14,Pink,92,GN,Commercial,2817
1983,14,Pink,139,GN,Commercial,2817
1984,14,Pink,403,GN,Commercial,2817
1985,14,Pink,542,GN,Commercial,2817
1986,14,Pink,130,GN,Commercial,2817
1987,14,Pink,453,GN,Commercial,2817
1989,14,Pink,12,GN,Commercial,2817
1990,14,Pink,200,GN,Commercial,2817
1991,14,Pink,456,GN,Commercial,2817
1992,14,Pink,98,GN,Commercial,2817
1993,14,Pink,22,GN,Commercial,2817
1994,14,Pink,252,GN,Commercial,2817
1998,14,Pink,0,GN,Commercial,2817
2000,14,Pink,0,GN,Commercial,2817
2001,14,Pink,0,GN,Commercial,2817
2002,14,Pink,0,GN,Commercial,2817
2003,14,Pink,0,GN,Commercial,2817
2004,14,Pink,0,GN,Commercial,2817
2005,14,Pink,0,GN,Commercial,2817
2006,14,Pink,0,GN,Commercial,2817
2007,14,Pink,0,GN,Commercial,2817
2008,14,Pink,0,GN,Commercial,2817
2009,14,Pink,0,GN,Commercial,2817
2011,14,Pink,0,GN,Commercial,2817
2012,14,Pink,18,GN,Commercial,2817
2013,14,Pink,0,GN,Commercial,2817
2014,14,Pink,0,GN,Commercial,2817
2015,14,Pink,0,GN,Commercial,2817
2016,14,Pink,0,GN,Commercial,2817
2017,14,Pink,0,GN,Commercial,2817
2020,14,Pink,0,GN,Commercial,2817
1982,16,Pink,315,GN,Commercial,118260
1983,16,Pink,6704,GN,Commercial,118260
1984,16,Pink,290,GN,Commercial,118260
1985,16,Pink,24006,GN,Commercial,118260
1986,16,Pink,44,GN,Commercial,118260
1987,16,Pink,8622,GN,Commercial,118260
1988,16,Pink,19,GN,Commercial,118260
1989,16,Pink,3449,GN,Commercial,118260
1990,16,Pink,629,GN,Commercial,118260
1991,16,Pink,3858,GN,Commercial,118260
1992,16,Pink,358,GN,Commercial,118260
1993,16,Pink,67324,GN,Commercial,118260
1994,16,Pink,107,GN,Commercial,118260
1997,16,Pink,15,GN,Commercial,118260
1998,16,Pink,0,GN,Commercial,118260
2001,16,Pink,0,GN,Commercial,118260
2005,16,Pink,2520,GN,Commercial,118260
1982,17,Pink,86,GN,Commercial,163
1987,17,Pink,76,GN,Commercial,163
1991,17,Pink,1,GN,Commercial,163
1998,17,Pink,0,GN,Commercial,163
2001,17,Pink,0,GN,Commercial,163
2002,17,Pink,0,GN,Commercial,163
2003,17,Pink,0,GN,Commercial,163
2004,17,Pink,0,GN,Commercial,163
2005,17,Pink,0,GN,Commercial,163
2007,17,Pink,0,GN,Commercial,163
2008,17,Pink,0,GN,Commercial,163
2009,17,Pink,0,GN,Commercial,163
2013,17,Pink,0,GN,Commercial,163
2015,17,Pink,0,GN,Commercial,163
2016,17,Pink,0,GN,Commercial,163
2017,17,Pink,0,GN,Commercial,163
2018,17,Pink,0,GN,Commercial,163
2020,17,Pink,0,GN,Commercial,163
1987,18,Pink,13,GN,Commercial,305
1990,18,Pink,290,GN,Commercial,305
1991,18,Pink,2,GN,Commercial,305
1998,18,Pink,0,GN,Commercial,305
2001,18,Pink,0,GN,Commercial,305
2002,18,Pink,0,GN,Commercial,305
2004,18,Pink,0,GN,Commercial,305
2007,18,Pink,0,GN,Commercial,305
2008,18,Pink,0,GN,Commercial,305
2009,18,Pink,0,GN,Commercial,305
2012,18,Pink,0,GN,Commercial,305
2014,18,Pink,0,GN,Commercial,305
2015,18,Pink,0,GN,Commercial,305
2016,18,Pink,0,GN,Commercial,305
2017,18,Pink,0,GN,Commercial,305
2018,18,Pink,0,GN,Commercial,305
1983,19,Pink,4,GN,Commercial,9
1985,19,Pink,3,GN,Commercial,9
1989,19,Pink,2,GN,Commercial,9
2002,19,Pink,0,GN,Commercial,9
2018,19,Pink,0,GN,Commercial,9
1982,20,Pink,32,GN,Commercial,306752
1983,20,Pink,1250,GN,Commercial,306752
1984,20,Pink,36,GN,Commercial,306752
1985,20,Pink,51105,GN,Commercial,306752
1986,20,Pink,114,GN,Commercial,306752
1987,20,Pink,34244,GN,Commercial,306752
1988,20,Pink,107,GN,Commercial,306752
1989,20,Pink,109097,GN,Commercial,306752
1990,20,Pink,54,GN,Commercial,306752
1991,20,Pink,97604,GN,Commercial,306752
1992,20,Pink,243,GN,Commercial,306752
1993,20,Pink,8250,GN,Commercial,306752
1994,20,Pink,157,GN,Commercial,306752
1995,20,Pink,4011,GN,Commercial,306752
1997,20,Pink,448,GN,Commercial,306752
2001,20,Pink,0,GN,Commercial,306752
1985,21,Pink,1127,GN,Commercial,6188
1986,21,Pink,13,GN,Commercial,6188
1987,21,Pink,317,GN,Commercial,6188
1989,21,Pink,2386,GN,Commercial,6188
1990,21,Pink,44,GN,Commercial,6188
1991,21,Pink,180,GN,Commercial,6188
1993,21,Pink,866,GN,Commercial,6188
1995,21,Pink,1092,GN,Commercial,6188
1996,21,Pink,0,GN,Commercial,6188
1997,21,Pink,112,GN,Commercial,6188
1998,21,Pink,0,GN,Commercial,6188
1999,21,Pink,44,GN,Commercial,6188
2000,21,Pink,0,GN,Commercial,6188
2001,21,Pink,1,GN,Commercial,6188
2002,21,Pink,0,GN,Commercial,6188
2003,21,Pink,3,GN,Commercial,6188
2004,21,Pink,0,GN,Commercial,6188
2005,21,Pink,0,GN,Commercial,6188
2006,21,Pink,0,GN,Commercial,6188
2007,21,Pink,0,GN,Commercial,6188
2008,21,Pink,0,GN,Commercial,6188
2011,21,Pink,0,GN,Commercial,6188
2012,21,Pink,0,GN,Commercial,6188
2013,21,Pink,1,GN,Commercial,6188
2015,21,Pink,2,GN,Commercial,6188
2016,21,Pink,0,GN,Commercial,6188
2017,21,Pink,0,GN,Commercial,6188
2018,21,Pink,0,GN,Commercial,6188
1982,23,Pink,5,GN,Commercial,3828
1983,23,Pink,1331,GN,Commercial,3828
1984,23,Pink,56,GN,Commercial,3828
1985,23,Pink,279,GN,Commercial,3828
1986,23,Pink,263,GN,Commercial,3828
1987,23,Pink,6,GN,Commercial,3828
1988,23,Pink,5,GN,Commercial,3828
1989,23,Pink,204,GN,Commercial,3828
1991,23,Pink,1268,GN,Commercial,3828
1992,23,Pink,23,GN,Commercial,3828
1993,23,Pink,91,GN,Commercial,3828
1994,23,Pink,2,GN,Commercial,3828
1997,23,Pink,12,GN,Commercial,3828
1998,23,Pink,15,GN,Commercial,3828
1999,23,Pink,30,GN,Commercial,3828
2000,23,Pink,2,GN,Commercial,3828
2001,23,Pink,0,GN,Commercial,3828
2002,23,Pink,2,GN,Commercial,3828
2003,23,Pink,11,GN,Commercial,3828
2004,23,Pink,0,GN,Commercial,3828
2005,23,Pink,0,GN,Commercial,3828
2006,23,Pink,0,GN,Commercial,3828
2007,23,Pink,0,GN,Commercial,3828
2008,23,Pink,0,GN,Commercial,3828
2009,23,Pink,0,GN,Commercial,3828
2010,23,Pink,4,GN,Commercial,3828
2011,23,Pink,19,GN,Commercial,3828
2012,23,Pink,1,GN,Commercial,3828
2013,23,Pink,0,GN,Commercial,3828
2014,23,Pink,9,GN,Commercial,3828
2015,23,Pink,174,GN,Commercial,3828
2016,23,Pink,0,GN,Commercial,3828
2017,23,Pink,0,GN,Commercial,3828
2018,23,Pink,16,GN,Commercial,3828
2019,23,Pink,0,GN,Commercial,3828
2020,23,Pink,0,GN,Commercial,3828
2007,24,Pink,0,GN,Commercial,0
2008,24,Pink,0,GN,Commercial,0
2011,24,Pink,0,GN,Commercial,0
2012,24,Pink,0,GN,Commercial,0
1982,25,Pink,1,GN,Commercial,3362
1984,25,Pink,530,GN,Commercial,3362
1985,25,Pink,94,GN,Commercial,3362
1986,25,Pink,1038,GN,Commercial,3362
1992,25,Pink,1655,GN,Commercial,3362
1993,25,Pink,6,GN,Commercial,3362
1995,25,Pink,15,GN,Commercial,3362
1997,25,Pink,0,GN,Commercial,3362
1998,25,Pink,0,GN,Commercial,3362
1999,25,Pink,21,GN,Commercial,3362
2000,25,Pink,0,GN,Commercial,3362
2001,25,Pink,2,GN,Commercial,3362
2002,25,Pink,0,GN,Commercial,3362
2003,25,Pink,0,GN,Commercial,3362
2004,25,Pink,0,GN,Commercial,3362
2005,25,Pink,0,GN,Commercial,3362
2006,25,Pink,0,GN,Commercial,3362
2007,25,Pink,0,GN,Commercial,3362
2008,25,Pink,0,GN,Commercial,3362
2009,25,Pink,0,GN,Commercial,3362
2010,25,Pink,0,GN,Commercial,3362
2011,25,Pink,0,GN,Commercial,3362
2012,25,Pink,0,GN,Commercial,3362
2013,25,Pink,0,GN,Commercial,3362
2014,25,Pink,0,GN,Commercial,3362
2015,25,Pink,0,GN,Commercial,3362
2016,25,Pink,0,GN,Commercial,3362
2017,25,Pink,0,GN,Commercial,3362
2018,25,Pink,0,GN,Commercial,3362
2019,25,Pink,0,GN,Commercial,3362
2020,25,Pink,0,GN,Commercial,3362
2017,26,Pink,0,GN,Commercial,0
2018,26,Pink,0,GN,Commercial,0
2019,26,Pink,0,GN,Commercial,0
2020,26,Pink,0,GN,Commercial,0
1992,27,Pink,63,GN,Commercial,63
2007,27,Pink,0,GN,Commercial,63
1982,29,Pink,1337,GN,Commercial,2106865
1983,29,Pink,905435,GN,Commercial,2106865
1984,29,Pink,599,GN,Commercial,2106865
1985,29,Pink,327050,GN,Commercial,2106865
1986,29,Pink,1271,GN,Commercial,2106865
1987,29,Pink,137138,GN,Commercial,2106865
1988,29,Pink,432,GN,Commercial,2106865
1989,29,Pink,206589,GN,Commercial,2106865
1990,29,Pink,1663,GN,Commercial,2106865
1991,29,Pink,90385,GN,Commercial,2106865
1992,29,Pink,244,GN,Commercial,2106865
1993,29,Pink,134904,GN,Commercial,2106865
1994,29,Pink,75,GN,Commercial,2106865
1995,29,Pink,39824,GN,Commercial,2106865
1996,29,Pink,29,GN,Commercial,2106865
1997,29,Pink,162590,GN,Commercial,2106865
1998,29,Pink,481,GN,Commercial,2106865
1999,29,Pink,18,GN,Commercial,2106865
2000,29,Pink,30,GN,Commercial,2106865
2001,29,Pink,0,GN,Commercial,2106865
2002,29,Pink,40,GN,Commercial,2106865
2003,29,Pink,14389,GN,Commercial,2106865
2004,29,Pink,17,GN,Commercial,2106865
2005,29,Pink,1082,GN,Commercial,2106865
2006,29,Pink,250,GN,Commercial,2106865
2007,29,Pink,0,GN,Commercial,2106865
2008,29,Pink,0,GN,Commercial,2106865
2009,29,Pink,1,GN,Commercial,2106865
2010,29,Pink,57,GN,Commercial,2106865
2011,29,Pink,80842,GN,Commercial,2106865
2012,29,Pink,0,GN,Commercial,2106865
2013,29,Pink,1,GN,Commercial,2106865
2014,29,Pink,69,GN,Commercial,2106865
2015,29,Pink,2,GN,Commercial,2106865
2016,29,Pink,0,GN,Commercial,2106865
2017,29,Pink,1,GN,Commercial,2106865
2018,29,Pink,20,GN,Commercial,2106865
2020,29,Pink,0,GN,Commercial,2106865
1982,1,Pink,17995,SN,Commercial,6668078
1983,1,Pink,133421,SN,Commercial,6668078
1984,1,Pink,678003,SN,Commercial,6668078
1985,1,Pink,236627,SN,Commercial,6668078
1986,1,Pink,863428,SN,Commercial,6668078
1987,1,Pink,134045,SN,Commercial,6668078
1988,1,Pink,183568,SN,Commercial,6668078
1989,1,Pink,150192,SN,Commercial,6668078
1990,1,Pink,1357041,SN,Commercial,6668078
1991,1,Pink,240342,SN,Commercial,6668078
1992,1,Pink,442045,SN,Commercial,6668078
1993,1,Pink,118418,SN,Commercial,6668078
1994,1,Pink,75734,SN,Commercial,6668078
1995,1,Pink,158309,SN,Commercial,6668078
1996,1,Pink,508354,SN,Commercial,6668078
1997,1,Pink,324474,SN,Commercial,6668078
1998,1,Pink,68485,SN,Commercial,6668078
2000,1,Pink,0,SN,Commercial,6668078
2010,1,Pink,188000,SN,Commercial,6668078
2014,1,Pink,606300,SN,Commercial,6668078
2020,1,Pink,183297,SN,Commercial,6668078
1982,2,Pink,15515,SN,Commercial,4281180
1983,2,Pink,287776,SN,Commercial,4281180
1984,2,Pink,163885,SN,Commercial,4281180
1985,2,Pink,20881,SN,Commercial,4281180
1986,2,Pink,447256,SN,Commercial,4281180
1987,2,Pink,293,SN,Commercial,4281180
1988,2,Pink,203849,SN,Commercial,4281180
1989,2,Pink,13639,SN,Commercial,4281180
1990,2,Pink,609601,SN,Commercial,4281180
1991,2,Pink,293367,SN,Commercial,4281180
1992,2,Pink,137646,SN,Commercial,4281180
1993,2,Pink,179373,SN,Commercial,4281180
1994,2,Pink,125406,SN,Commercial,4281180
1996,2,Pink,20343,SN,Commercial,4281180
1997,2,Pink,8868,SN,Commercial,4281180
1998,2,Pink,625252,SN,Commercial,4281180
1999,2,Pink,0,SN,Commercial,4281180
2000,2,Pink,504242,SN,Commercial,4281180
2001,2,Pink,0,SN,Commercial,4281180
2002,2,Pink,42344,SN,Commercial,4281180
2003,2,Pink,0,SN,Commercial,4281180
2004,2,Pink,44644,SN,Commercial,4281180
2005,2,Pink,0,SN,Commercial,4281180
2006,2,Pink,35000,SN,Commercial,4281180
2008,2,Pink,0,SN,Commercial,4281180
2009,2,Pink,0,SN,Commercial,4281180
2010,2,Pink,265000,SN,Commercial,4281180
2012,2,Pink,237000,SN,Commercial,4281180
2015,2,Pink,0,SN,Commercial,4281180
1982,3,Pink,984050,SN,Commercial,68925341
1983,3,Pink,7063839,SN,Commercial,68925341
1984,3,Pink,2115635,SN,Commercial,68925341
1985,3,Pink,2457056,SN,Commercial,68925341
1986,3,Pink,3105680,SN,Commercial,68925341
1987,3,Pink,3496755,SN,Commercial,68925341
1988,3,Pink,527568,SN,Commercial,68925341
1989,3,Pink,3816401,SN,Commercial,68925341
1990,3,Pink,1016815,SN,Commercial,68925341
1991,3,Pink,11180846,SN,Commercial,68925341
1992,3,Pink,1565220,SN,Commercial,68925341
1993,3,Pink,2005677,SN,Commercial,68925341
1994,3,Pink,375601,SN,Commercial,68925341
1995,3,Pink,3437355,SN,Commercial,68925341
1996,3,Pink,1323365,SN,Commercial,68925341
1997,3,Pink,537739,SN,Commercial,68925341
1998,3,Pink,416303,SN,Commercial,68925341
1999,3,Pink,5051892,SN,Commercial,68925341
2000,3,Pink,288101,SN,Commercial,68925341
2001,3,Pink,1195609,SN,Commercial,68925341
2002,3,Pink,2249134,SN,Commercial,68925341
2003,3,Pink,1798957,SN,Commercial,68925341
2004,3,Pink,1073213,SN,Commercial,68925341
2005,3,Pink,2225237,SN,Commercial,68925341
2006,3,Pink,137836,SN,Commercial,68925341
2007,3,Pink,2919472,SN,Commercial,68925341
2008,3,Pink,11180,SN,Commercial,68925341
2009,3,Pink,880233,SN,Commercial,68925341
2010,3,Pink,26976,SN,Commercial,68925341
2011,3,Pink,289907,SN,Commercial,68925341
2012,3,Pink,339239,SN,Commercial,68925341
2013,3,Pink,2233089,SN,Commercial,68925341
2014,3,Pink,861855,SN,Commercial,68925341
2015,3,Pink,181218,SN,Commercial,68925341
2016,3,Pink,892858,SN,Commercial,68925341
2017,3,Pink,703702,SN,Commercial,68925341
2018,3,Pink,101267,SN,Commercial,68925341
