stock,recY,area,expcatch,totcatch,enhanced_prop,mort_rate,adj_catch,annual_adj_catch
Humphreys Cr,1992,"3,4,5",27.86,240412,1.1588439844932866e-4,NA,27.86,76.37
Humphreys Cr,1992,6,48.51,42227,0.0011487910578539796,NA,48.51,76.37
Humphreys Cr,1993,6,76.52,11601,0.0065959831049047495,NA,76.52,76.52
Humphreys Cr,1994,6,20.9,75143,2.781363533529404e-4,NA,20.9,95.60999999999999
Humphreys Cr,1994,"7,8,9",74.71000000000001,694489,1.0757549795605113e-4,NA,74.71,95.60999999999999
Inch Cr,1990,"12,13",1479.31,1185359,0.0017828354110442492,0.3,2113.3,3200.01428571429
Inch Cr,1990,29,760.7,113510,0.009573731703940535,0.3,1086.71428571429,3200.01428571429
Inch Cr,1991,"12,13",135.84,230149,8.431804737676158e-4,0.3,194.057142857143,1127.128571428572
Inch Cr,1991,17,34.09,16578,0.0029376281819278563,0.3,48.7,1127.128571428572
Inch Cr,1991,29,619.06,61007,0.01449622877000064,0.3,884.371428571429,1127.128571428572
Inch Cr,1992,"12,13",3161.23,1346917,0.0033528739017644445,0.3,4516.04285714286,5061.028571428575
Inch Cr,1992,17,29.25,21096,0.0019807411019015122,0.3,41.7857142857143,5061.028571428575
Inch Cr,1992,21,102.72,1075724,1.364131107448165e-4,0.3,146.742857142857,5061.028571428575
Inch Cr,1992,29,249.52,50996,0.00698990397005928,0.3,356.457142857143,5061.028571428575
Inch Cr,1993,"12,13",4180.53,1261372,0.004734674397628701,0.3,5972.18571428571,7769.485714285708
Inch Cr,1993,14,176.91,381261,6.628754879952867e-4,0.3,252.728571428571,7769.485714285708
Inch Cr,1993,21,68.69,763500,1.2852465151089903e-4,0.3,98.1285714285714,7769.485714285708
Inch Cr,1993,29,944.53,80007,0.016865131443855787,0.3,1349.32857142857,7769.485714285708
Inch Cr,1993,"2W,2E",67.98,125247,7.753821306241722e-4,0.3,97.1142857142857,7769.485714285708
Inch Cr,1994,"12,13",2930.8700000000003,1267961,0.002311482766425781,0,2930.87,3983.35
Inch Cr,1994,29,1052.48,130782,0.008047590647030938,0,1052.48,3983.35
Inch Cr,1995,"12,13",1055.95,259087,0.005822368548016689,0.3,1508.5,2340.985714285714
Inch Cr,1995,29,582.74,52964,0.015717953974127976,0.3,832.485714285714,2340.985714285714
Inch Cr,1997,29,269.66,20770,0.018547355388953878,0.3,385.228571428572,385.228571428572
Inch Cr,1998,"12,13",3462.5,1433772,0.003449940835382871,0.3,4946.42857142857,5959.057142857141
Inch Cr,1998,14,28.310000000000002,562617,7.188346093853759e-5,0.3,40.4428571428572,5959.057142857141
Inch Cr,1998,29,680.53,18951,0.051299969093225366,0.3,972.185714285714,5959.057142857141
Inch Cr,1999,"12,13",222,40321,0.007865451182829221,0.3,317.142857142857,1143.057142857143
Inch Cr,1999,29,578.14,43591,0.018946899261643137,0.3,825.914285714286,1143.057142857143
Inch Cr,2000,"12,13",739.55,179650,0.0058808794878931255,0.3,1056.5,1056.5
Inch Cr,2001,29,216.33,47548,0.006499597399319781,0.3,309.042857142857,309.042857142857
Inch Cr,2002,"12,13",167.86,568444,4.218533399947928e-4,0.3,239.8,497.81428571428603
Inch Cr,2002,29,180.60999999999999,46636,0.005532513202553521,0.3,258.014285714286,497.81428571428603
Inch Cr,2003,"12,13",231.7,829340,3.9911254732679e-4,0.3,331,331
Inch Cr,2004,"12,13",1289.73,919381,0.002004034702230555,0.3,1842.47142857143,2566.742857142859
Inch Cr,2004,29,506.98999999999995,72309,0.010016338610289577,0.3,724.271428571429,2566.742857142859
Inch Cr,2005,"12,13",1562.6799999999998,809474,0.00275784027652525,0.3,2232.4,5613.3
Inch Cr,2005,29,2366.63,70271,0.04811230806449318,0.3,3380.9,5613.3
Jones Sp Ch,1998,"12,13",83.86999999999999,1433772,5.849605097602688e-5,NA,83.87,107.34
Jones Sp Ch,1998,14,17.18,562617,3.053587076110391e-5,NA,17.18,107.34
Jones Sp Ch,1998,29,6.29,18951,3.319086064059944e-4,NA,6.29,107.34
Jones Sp Ch,1999,"12,13",15.48,40321,3.839190496267454e-4,NA,15.48,26.77
Jones Sp Ch,1999,29,11.29,43591,2.589984171044481e-4,NA,11.29,26.77
Jones Sp Ch,2000,"12,13",5.68,179650,3.161703311995547e-5,NA,5.68,5.68
Kildala R,1990,6,421.41999999999996,153292,0.003927331964020112,0.3,602.028571428571,602.028571428571
Kildala R,1991,6,498.5,50747,0.01403320111815195,0.3,712.142857142857,712.142857142857
Kildala R,1992,6,921.97,42227,0.031190944182631963,0.3,1317.1,1317.1
Kildala R,1993,"2W,2E",65.41000000000001,125247,7.46068625538793e-4,0.3,93.4428571428572,406.7142857142852
Kildala R,1993,6,96.13,11601,0.011837649463716144,0.3,137.328571428571,406.7142857142852
Kildala R,1993,"7,8,9",123.16,288982,6.088367342701518e-4,0.3,175.942857142857,406.7142857142852
Kildala R,1994,6,587.88,75143,0.011176404607595797,0.3,839.828571428571,1013.0714285714281
Kildala R,1994,"7,8,9",63.290000000000006,694489,1.3018821855246909e-4,0.3,90.4142857142857,1013.0714285714281
Kildala R,1994,"8,9,10",57.98,NA,NA,0.3,82.8285714285714,1013.0714285714281
Kildala R,1995,6,156.17,27811,0.005615403976843694,NA,156.17,156.17
Kildala R,1996,6,662.31,29748,0.022264017749092375,NA,662.31,686.3399999999999
Kildala R,1996,"7,8,9",24.03,340698,7.053167321205291e-5,NA,24.03,686.3399999999999
Kildala R,1997,6,109.76,11919,0.0092088262438124,NA,109.76,322.13
Kildala R,1997,"7,8,9",212.37,290439,7.3120345408158e-4,NA,212.37,322.13
Kildala R,1998,6,3101.9700000000003,438019,0.010116880122290858,0.3,4431.38571428572,4868.514285714291
Kildala R,1998,"7,8,9",305.98999999999995,741267,5.897046157842869e-4,0.3,437.128571428571,4868.514285714291
Kildala R,1999,"3,4,5",151.78,144676,0.0014987183183705038,0.3,216.828571428571,1215.942857142857
Kildala R,1999,6,586.9599999999999,37124,0.02258685178629151,0.3,838.514285714286,1215.942857142857
Kildala R,1999,"7,8,9",112.42,264709,6.067039654866287e-4,0.3,160.6,1215.942857142857
Kildala R,2000,6,458.51,15477,0.0423217862450272,0.3,655.014285714286,655.014285714286
Kildala R,2001,"2W,2E",2.9299999999999997,37733,1.1092980377161346e-4,0.3,4.18571428571429,1688.1571428571442
Kildala R,2001,6,1178.78,56419,0.02984759440208848,0.3,1683.97142857143,1688.1571428571442
Kildala R,2002,11,10.48,1489,0.010054686750455743,0.3,14.9714285714286,2697.3142857142857
Kildala R,2002,"2W,2E",297.18,95909,0.004426517398188459,0.3,424.542857142857,2697.3142857142857
Kildala R,2002,6,1580.46,202840,0.011130940642871229,0.3,2257.8,2697.3142857142857
Kildala+Dala,1990,6,413.22999999999996,153292,0.0038510070416497336,0.3,590.328571428571,590.328571428571
Kildala+Dala,1991,6,25.95,50747,7.305146820783218e-4,0.3,37.0714285714286,37.0714285714286
Kildala+Dala,1992,6,2.8699999999999997,42227,9.709427617401188e-5,0.3,4.1,4.1
Kimsquit R,1991,"7,8,9",252.56,379521,9.506720313236949e-4,0.3,360.8,360.8
Kimsquit R,1992,"7,8,9",878.4599999999999,225489,0.00556542827873138,0.3,1254.94285714286,1342.2571428571457
Kimsquit R,1992,"9,10",61.120000000000005,NA,NA,0.3,87.3142857142857,1342.2571428571457
Kimsquit R,1993,"2W,2E",32.660000000000004,125247,3.7252104127957476e-4,0.3,46.6571428571429,233.7714285714289
Kimsquit R,1993,"7,8,9",130.98000000000002,288982,6.474946042116326e-4,0.3,187.114285714286,233.7714285714289
Kimsquit R,1994,"7,8,9",12.709999999999999,694489,2.6144608276218775e-5,0.3,18.1571428571429,18.1571428571429
Kitasoo Cr,1992,"7,8,9",61.55,225489,3.8994616778898926e-4,0.3,87.9285714285714,87.9285714285714
Kitasoo Cr,1993,"7,8,9",6398,288982,0.03162826750455046,0.3,9140,9140
Kitasoo Cr,1994,6,54.6,75143,0.0010380208402645623,0.3,78,2090.5142857142814
Kitasoo Cr,1994,"7,8,9",1352.32,694489,0.002781736952328561,0.3,1931.88571428571,2090.5142857142814
Kitasoo Cr,1994,"8,9,10",56.44,NA,NA,0.3,80.6285714285714,2090.5142857142814
Kitasoo Cr,1995,6,17.259999999999998,27811,8.865967731164971e-4,0.3,24.6571428571429,650.228571428572
Kitasoo Cr,1995,"7,8,9",437.9,928283,6.739016319068958e-4,0.3,625.571428571429,650.228571428572
Kitasoo Cr,1996,6,53.7,29748,0.002578804817610787,0.3,76.7142857142857,132.6428571428571
Kitasoo Cr,1996,"7,8,9",39.15,340698,1.6415878997989833e-4,0.3,55.9285714285714,132.6428571428571
Kitasoo Cr,1997,6,13.01,11919,0.0015593350352977851,0.3,18.5857142857143,769.0857142857138
Kitasoo Cr,1997,"6,7",3.55,NA,NA,0.3,5.07142857142857,769.0857142857138
Kitasoo Cr,1997,"7,8,9",521.8,290439,0.0025665581117844745,0.3,745.428571428571,769.0857142857138
Kitasoo Cr,1998,1,0.45,1413,4.5495905368516846e-4,0.3,0.642857142857143,4999.685714285716
Kitasoo Cr,1998,6,114.78,438019,3.7434775334272937e-4,0.3,163.971428571429,4999.685714285716
Kitasoo Cr,1998,"7,8,9",3384.55,741267,0.006522712367569891,0.3,4835.07142857143,4999.685714285716
Kitasoo Cr,1999,"3,4,5",67.3,144676,6.645390883274151e-4,0.3,96.1428571428571,1536.2857142857126
Kitasoo Cr,1999,6,8.34,37124,3.209321655609767e-4,0.3,11.9142857142857,1536.2857142857126
Kitasoo Cr,1999,"7,8,9",999.76,264709,0.005395466612123388,0.3,1428.22857142857,1536.2857142857126
Kitasoo Cr,2000,6,13.58,15477,0.0012534728952639399,0.3,19.4,173.042857142857
Kitasoo Cr,2000,"7,8,9",107.55,82058,0.0018723690212149578,0.3,153.642857142857,173.042857142857
Kitasoo Cr,2001,"2W,2E",3.42,37733,1.2948120440236106e-4,0.3,4.88571428571429,1052.6428571428544
Kitasoo Cr,2001,"7,8,9",733.43,454000,0.0023078351164254186,0.3,1047.75714285714,1052.6428571428544
Kitasoo Cr,2002,11,7.51,1489,0.007205219226710141,0.3,10.7285714285714,1695.8142857142855
Kitasoo Cr,2002,"2W,2E",258.78,95909,0.0038545466461511854,0.3,369.685714285714,1695.8142857142855
Kitasoo Cr,2002,"7,8,9",920.7800000000001,574650,0.0022890455059601496,0.3,1315.4,1695.8142857142855
Kitasoo Cr,2003,"2W,2E",13.09,5941,0.0031476182460865175,0.3,18.7,19191.9
Kitasoo Cr,2003,"7,8,9",13421.240000000002,956368,0.020047931340237232,0.3,19173.2,19191.9
Kitimat Low+Hirsch,1990,11,17.130000000000003,6534,0.003745244654335568,0.3,24.4714285714286,4465.171428571429
Kitimat Low+Hirsch,1990,"3,4,5",18.130000000000003,103942,2.49177425872121e-4,0.3,25.9,4465.171428571429
Kitimat Low+Hirsch,1990,6,3090.36,153292,0.02879993737442267,0.3,4414.8,4465.171428571429
Kitimat Low+Hirsch,1991,6,1254.09,50747,0.03530370549701736,0.3,1791.55714285714,1791.55714285714
Kitimat R,1990,"3,4,5",66.73,103942,9.171323567813915e-4,0.3,95.3285714285714,2464.4714285714313
Kitimat R,1990,6,1658.4,153292,0.015455097833826032,0.3,2369.14285714286,2464.4714285714313
Kitimat R,1991,6,1870.77,50747,0.05266377463551678,0.3,2672.52857142857,2672.52857142857
Kitimat R,1992,"3,4,5",101.14999999999999,240412,6.010515282099063e-4,0.3,144.5,523.014285714286
Kitimat R,1992,6,264.96,42227,0.008963797705597984,0.3,378.514285714286,523.014285714286
Kitimat R,1993,6,629.92,11601,0.07756966763948918,0.3,899.885714285714,899.885714285714
Kitimat R,1994,6,5530.39,75143,0.10514029441008664,0.3,7900.55714285714,8779.12857142857
Kitimat R,1994,"7,8,9",615,694489,0.001265061690784777,0.3,878.571428571429,8779.12857142857
Kitimat R,1995,6,608.81,27811,0.03127282627120819,0.3,869.728571428571,869.728571428571
Kitimat R,1996,6,2270.15,29748,0.10901813327186466,0.3,3243.07142857143,3243.07142857143
Kitimat R,1997,6,2238.63,11919,0.2683146956240339,0.3,3198.04285714286,3198.04285714286
Kitimat R,1998,6,29121.57,438019,0.09497816957059602,0.3,41602.2428571429,41602.2428571429
Kitimat R,1999,"3,4,5",1447.99,144676,0.014297859650924411,0.3,2068.55714285714,5325
Kitimat R,1999,6,2279.51,37124,0.08771799528991649,0.3,3256.44285714286,5325
Kitimat R,2000,6,391.56,15477,0.03614210948965749,0.3,559.371428571429,559.371428571429
Kitimat R,2001,"2W,2E",46.02,37733,0.0017423172592387858,0.3,65.7428571428571,7764.0714285714275
Kitimat R,2001,6,5388.83,56419,0.1364492205006925,0.3,7698.32857142857,7764.0714285714275
Kitimat R,2002,"2W,2E",840.4399999999999,95909,0.012518414032349101,0.3,1200.62857142857,17270.48571428567
Kitimat R,2002,6,11248.9,202840,0.07922430064512473,0.3,16069.8571428571,17270.48571428567
Kitimat R,2003,"2W,2E",238.76,5941,0.05741217207300354,0.3,341.085714285714,38082.18571428571
Kitimat R,2003,6,26418.77,389026,0.09701433837327068,0.3,37741.1,38082.18571428571
Kumealon Cr,2012,"7,8,9",44.7,326239,1.9573730564752498e-4,0.3,63.8571428571429,63.8571428571429
Kumealon Cr,2013,"7,8,9",7.45,547620,1.9434748809132428e-5,0.3,10.6428571428571,10.6428571428571
Kwakusdis R,1994,10,4.85,19178,3.6127705853433256e-4,0.3,6.92857142857143,133.31428571428543
Kwakusdis R,1994,"7,8,9",83.36,694489,1.7147242690051823e-4,0.3,119.085714285714,133.31428571428543
Kwakusdis R,1994,"8,9,10",5.109999999999999,NA,NA,0.3,7.3,133.31428571428543
Kwakusdis R,1995,"7,8,9",188.97,928283,2.908134080416673e-4,0.3,269.957142857143,269.957142857143
Kwakusdis R,1996,"7,8,9",383.19,340698,0.0016067434669833284,0.3,547.414285714286,547.414285714286
Kwakusdis R,1997,"6,7",17.49,NA,NA,0.3,24.9857142857143,3313.6428571428546
Kwakusdis R,1997,"7,8,9",2302.06,290439,0.011323056279828604,0.3,3288.65714285714,3313.6428571428546
Kwakusdis R,1998,"7,8,9",638.3499999999999,741267,0.001230229554841334,0.3,911.928571428571,911.928571428571
Kwakusdis R,1999,"3,4,5",4.41,144676,4.3545577704664214e-5,0.3,6.3,1439.07142857143
Kwakusdis R,1999,"7,8,9",1002.9399999999999,264709,0.005412628314758584,0.3,1432.77142857143,1439.07142857143
Kwakusdis R,2000,"7,8,9",64,82058,0.001114194489611877,0.3,91.4285714285714,91.4285714285714
Kwakusdis R,2001,"7,8,9",8.7,454000,2.7375707992448018e-5,0.3,12.4285714285714,12.4285714285714
L Qualicum R,1990,"12,13",58488.43,1185359,0.04240128593675739,-0.1637,50260.7458967088,79387.5655237604
L Qualicum R,1990,14,33894.880000000005,145566,0.20009356324314467,-0.1637,29126.8196270516,79387.5655237604
L Qualicum R,1991,"12,13",6018.33,230149,0.037356731012145566,0.3,8597.61428571429,29944.357142857174
L Qualicum R,1991,14,14401.68,269140,0.07644284971178049,0.3,20573.8285714286,29944.357142857174
L Qualicum R,1991,17,541.04,16578,0.04662289092256521,0.3,772.914285714286,29944.357142857174
L Qualicum R,1992,"12,13",69861.5,1346917,0.07409672820013624,0.3,99802.1428571429,182227.8571428572
L Qualicum R,1992,14,56419.78999999999,429110,0.18782992705833002,0.3,80599.7,182227.8571428572
L Qualicum R,1992,17,862.66,21096,0.05841730321252512,0.3,1232.37142857143,182227.8571428572
L Qualicum R,1992,29,415.55,50996,0.011640969039588537,0.3,593.642857142857,182227.8571428572
L Qualicum R,1993,"12,13",53236.78,1261372,0.06029350806672646,0.3,76052.5428571429,143813.27142857146
L Qualicum R,1993,14,44935.24,381261,0.16837074864725213,0.3,64193.2,143813.27142857146
L Qualicum R,1993,"18,19",153.06,80202,0.0027263303017024884,0.3,218.657142857143,143813.27142857146
L Qualicum R,1993,29,2344.21,80007,0.041857230349487295,0.3,3348.87142857143,143813.27142857146
L Qualicum R,1994,"12,13",62544.67,1267961,0.0704670952587884,0.3,89349.5285714286,153989
L Qualicum R,1994,14,45247.63,368839,0.1752511839273271,0.3,64639.4714285714,153989
L Qualicum R,1995,"12,13",5407.05,259087,0.02086963066460301,0,5407.05,6897.860000000001
L Qualicum R,1995,14,1490.81,18297,0.08147838443460677,0,1490.81,6897.860000000001
L Qualicum R,1996,"12,13",493.01,82167,0.00857156766098312,0.3,704.3,704.3
L Qualicum R,1997,"12,13",895.23,97880,0.013065999182672662,0.3,1278.9,1278.9
L Qualicum R,1998,"12,13",43723.13,1433772,0.03049517635997913,NA,43723.13,99481.14
L Qualicum R,1998,14,55758.01,562617,0.09910473732574736,NA,55758.01,99481.14
L Qualicum R,1999,"12,13",634.04,40321,0.015724808412489768,NA,634.04,946.9
L Qualicum R,1999,29,312.86,43591,0.007177169599229199,NA,312.86,946.9
L Qualicum R,2000,"12,13",340.64000000000004,179650,0.0018961313665460616,NA,340.64,340.64
L Qualicum R,2001,"12,13",376.9,183351,0.0020556200947908655,NA,376.9,901
L Qualicum R,2001,14,524.1,49865,0.010510378020655771,NA,524.1,901
L Qualicum R,2002,"12,13",7232.68,568444,0.018176636572819836,0.3,10332.4,14879.28571428572
L Qualicum R,2002,14,3182.82,191621,0.02372853556909587,0.3,4546.88571428572,14879.28571428572
L Qualicum R,2003,"12,13",8728.03,829340,0.0150343819009264,0.3,12468.6142857143,14360.5142857143
L Qualicum R,2003,14,1324.33,42057,0.044984188125639014,0.3,1891.9,14360.5142857143
L Qualicum R,2004,"12,13",3030.98,919381,0.0047096594649785346,0.3,4329.97142857143,5416
L Qualicum R,2004,14,760.22,98404,0.011036427090652515,0.3,1086.02857142857,5416
L Qualicum R,2005,"12,13",7072.51,809474,0.01248166798968923,0.3,10103.5857142857,10616.285714285701
L Qualicum R,2005,29,358.89,70271,0.007296039618050121,0.3,512.7,10616.285714285701
L Qualicum R,2006,"12,13",2730.9,817017,0.0047750361550441545,0.3,3901.28571428571,4815.099999999995
L Qualicum R,2006,14,488.96999999999997,83920,0.008323743701484402,0.3,698.528571428571,4815.099999999995
L Qualicum R,2006,29,150.7,181453,0.0011864544222785734,0.3,215.285714285714,4815.099999999995
L Qualicum R,2007,"12,13",1963.49,441799,0.006349008744441952,0.3,2804.98571428571,3078.528571428567
L Qualicum R,2007,14,191.48000000000002,25412,0.010764318319803911,0.3,273.542857142857,3078.528571428567
L Qualicum R,2008,"12,13",494.45,278654,0.0017744227608431963,NA,494.45,494.45
L Qualicum R,2009,"12,13",1469.41,446011,0.0032945599996412646,NA,1469.41,1469.41
L Qualicum R,2010,"12,13",1738.37,61310,0.02835377589300277,NA,1738.37,1738.37
L Qualicum R,2011,"12,13",3837.96,646517,0.005936363622302275,NA,3837.96,29009.16
L Qualicum R,2011,14,25171.2,452128,0.05567272984641518,NA,25171.2,29009.16
L Qualicum R,2012,"12,13",10506.57,365088,0.028778184985537733,NA,10506.57,10930.55
L Qualicum R,2012,14,423.97999999999996,14070,0.030133617626154942,NA,423.98,10930.55
L Qualicum R,2013,"12,13",3534.79,593531,0.005955527175497152,NA,3534.79,4747.17
L Qualicum R,2013,14,1212.3799999999999,30873,0.03926991222103456,NA,1212.38,4747.17
L Qualicum R,2014,"12,13",3531.4700000000003,345178,0.010230866393570853,NA,3531.47,3531.47
L Qualicum R,2016,"12,13",93161.82,1309466,0.07114489417823755,NA,93161.82,93161.82
Lang Cr,2000,"12,13",238.55,179650,0.0018969424674963205,0.3,340.785714285714,2211.314285714284
Lang Cr,2001,"12,13",94.54,183351,7.366043428022917e-4,0.3,135.057142857143,904.085714285714
Lang Cr,1998,"12,13",658.9499999999999,1433772,6.565598594875218e-4,0.3,941.357142857143,1004.9285714285716
Lang Cr,1998,14,44.5,562617,1.1299237060278768e-4,0.3,63.5714285714286,1004.9285714285716
Lang Cr,2000,"12,13",1309.37,179650,0.010412071090612691,0.3,1870.52857142857,2211.314285714284
Lang Cr,2001,"12,13",538.3199999999999,183351,0.004194297120978729,0.3,769.028571428571,904.085714285714
Mathers Cr,1990,"2W,2E",6888.17,335736,0.020516626158648462,0,6888.17,6888.17
Mathers Cr,1991,"2W,2E",5196.05,308170,0.024087122599307426,0.3,7422.92857142857,7422.92857142857
Mathers Cr,1992,"2W,2E",1498.72,139964,0.015296994737422267,0.3,2141.02857142857,2141.02857142857
Mathers Cr,1993,"2W,2E",16372.26,125247,0.1867425395988958,0.3,23388.9428571429,23388.9428571429
Mathers Cr,1994,"2W,2E",6784.88,139288,0.06958737087391391,0.3,9692.68571428572,9692.68571428572
Mathers Cr,1995,"2W,2E",3069.56,23752,0.18461964105278336,0.3,4385.08571428571,4385.08571428571
Mathers Cr,1996,"2W,2E",8734.42,122945,0.10149044578586279,0.3,12477.7428571429,12477.7428571429
Mathers Cr,1997,"2W,2E",7189.46,51155,0.20077523493025315,0.3,10270.6571428571,10270.6571428571
Mathers Cr,1998,"2W,2E",15610.4,104988,0.2124106700629729,0.3,22300.5714285714,22300.5714285714
Mathers Cr,1999,"2W,2E",7888.120000000001,224417,0.050213410112170204,0.3,11268.7428571429,11268.7428571429
Mathers Cr,2000,"2W,2E",9907.69,113117,0.12512569160376336,0.3,14153.8428571429,14153.8428571429
Mathers Cr,2001,"2W,2E",1350.09,37733,0.051114409137889914,0.3,1928.7,1928.7
Mathers Cr,2002,"2W,2E",3947.68,95909,0.04116068356462897,NA,3947.68,3947.68
McLoughlin Bay Cr,1990,"7,8,9",2972.15,917567,0.004627377152217298,0.3,4245.92857142857,4245.92857142857
McLoughlin Bay Cr,1991,"7,8,9",9026.04,379521,0.03397530797279439,0.3,12894.3428571429,12894.3428571429
McLoughlin Bay Cr,1992,"3,4,5",41.42,240412,2.461251042852628e-4,0.3,59.1714285714286,7683.757142857142
McLoughlin Bay Cr,1992,"7,8,9",5297.13,225489,0.03355963515483491,0.3,7567.32857142857,7683.757142857142
McLoughlin Bay Cr,1992,"9,10",40.08,NA,NA,0.3,57.2571428571429,7683.757142857142
McLoughlin Bay Cr,1993,"2W,2E",57.379999999999995,125247,6.544781796883647e-4,0.3,81.9714285714286,13907.742857142843
McLoughlin Bay Cr,1993,"3,4,5",214.82000000000002,647783,4.73747712251964e-4,0.3,306.885714285714,13907.742857142843
McLoughlin Bay Cr,1993,"7,8,9",9463.220000000001,288982,0.046781064960051834,0.3,13518.8857142857,13907.742857142843
McLoughlin Bay Cr,1994,1,93.31,13962,0.009547342787566252,0.3,133.3,24509.971428571458
McLoughlin Bay Cr,1994,"1,2W",33.74,NA,NA,0.3,48.2,24509.971428571458
McLoughlin Bay Cr,1994,11,65.08,6153,0.015109934758886496,0.3,92.9714285714286,24509.971428571458
McLoughlin Bay Cr,1994,"12,13",63.86,1267961,7.194903583672637e-5,0.3,91.2285714285714,24509.971428571458
McLoughlin Bay Cr,1994,"2W,2E",50.720000000000006,139288,5.201965916456758e-4,0.3,72.4571428571429,24509.971428571458
McLoughlin Bay Cr,1994,"3,4,5",642.65,473697,0.0019380984649922399,0.3,918.071428571429,24509.971428571458
McLoughlin Bay Cr,1994,6,49.809999999999995,75143,9.469563746076534e-4,0.3,71.1571428571429,24509.971428571458
McLoughlin Bay Cr,1994,"7,8,9",16114.369999999999,694489,0.033147434403465854,0.3,23020.5285714286,24509.971428571458
McLoughlin Bay Cr,1994,"8,9,10",43.44,NA,NA,0.3,62.0571428571429,24509.971428571458
McLoughlin Bay Cr,1995,1,130.35000000000002,23919,0.007785203633692295,0.3,186.214285714286,9605.671428571426
McLoughlin Bay Cr,1995,"12,13",64.54,259087,3.558650183143114e-4,0.3,92.2,9605.671428571426
McLoughlin Bay Cr,1995,"3,4,5",419.09,622941,9.610862023851377e-4,0.3,598.7,9605.671428571426
McLoughlin Bay Cr,1995,"7,8,9",6109.99,928283,0.00940290530243163,0.3,8728.55714285714,9605.671428571426
McLoughlin Bay Cr,1996,"3,4,5",31.36,398788,1.1234039138589927e-4,0.3,44.8,59.8428571428571
McLoughlin Bay Cr,1996,"7,8,9",10.53,340698,4.415305385666221e-5,0.3,15.0428571428571,59.8428571428571
McLoughlin Bay Cr,1999,"7,8,9",3232.19,264709,0.01744335963535161,0.3,4617.41428571429,4617.41428571429
McLoughlin Bay Cr,2000,"3,4,5",69.95,107863,9.264397562516471e-4,0.3,99.9285714285714,7341.185714285712
McLoughlin Bay Cr,2000,"7,8,9",5068.88,82058,0.08824559632037267,0.3,7241.25714285714,7341.185714285712
McLoughlin Bay Cr,2001,"3,4,5",11.33,63375,2.553958861651172e-4,0.3,16.1857142857143,14507.414285714314
McLoughlin Bay Cr,2001,"7,8,9",10143.859999999999,454000,0.03191900566393965,0.3,14491.2285714286,14507.414285714314
McLoughlin Bay Cr,2002,"7,8,9",864.38,574650,0.002148835937402889,0.3,1234.82857142857,1234.82857142857
McLoughlin Bay Cr,2015,"7,8,9",51979.259999999995,874823,0.08488126822715646,0.3,74256.0857142857,74256.0857142857
McLoughlin Bay Cr,2016,"7,8,9",5166.1900000000005,475253,0.015529142222293032,0.3,7380.27142857143,7380.27142857143
Necleetsconnay R,1990,"3,4,5",30.610000000000003,103942,4.207016550438841e-4,0.3,43.7285714285714,24163.84285714287
Necleetsconnay R,1990,"7,8,9",16884.08,917567,0.026287033301888908,0.3,24120.1142857143,24163.84285714287
Necleetsconnay R,1991,"7,8,9",6364.59,379521,0.02395722879253435,0.3,9092.27142857143,9092.27142857143
Necleetsconnay R,1992,6,50.620000000000005,42227,0.0017125129825534776,0.3,72.3142857142857,5112.314285714288
Necleetsconnay R,1992,"7,8,9",3260.07,225489,0.02065396918316574,0.3,4657.24285714286,5112.314285714288
Necleetsconnay R,1992,"9,10",267.92999999999995,NA,NA,0.3,382.757142857143,5112.314285714288
Necleetsconnay R,1993,"7,8,9",1939.6899999999998,288982,0.009588783087824536,0.3,2770.98571428571,2770.98571428571
Necleetsconnay R,1994,"7,8,9",4580.99,694489,0.0094231462680783,0.3,6544.27142857143,7366.685714285716
Necleetsconnay R,1994,"8,9,10",575.69,NA,NA,0.3,822.414285714286,7366.685714285716
Necleetsconnay R,1995,"7,8,9",10948.230000000001,928283,0.011794064956484175,NA,10948.23,10948.23
Necleetsconnay R,1996,"7,8,9",186.6,340698,5.476991353045806e-4,NA,186.6,186.6
Nimpkish R Low,1992,"12,13",94.1,1346917,9.980464381143827e-5,0.3,134.428571428571,134.428571428571
Nimpkish R Low,1993,"12,13",714.8299999999999,1261372,8.095833063408019e-4,0.3,1021.18571428571,1021.18571428571
Nimpkish R Low,1994,"12,13",48.2,1267961,5.430541070044182e-5,0.3,68.8571428571429,112.9714285714286
Nimpkish R Low,1994,14,30.88,368839,1.1960309434275035e-4,0.3,44.1142857142857,112.9714285714286
Nitinat R,1990,21,10946.19,24530,0.4462368528332654,0,10946.19,10946.19
Nitinat R,1991,21,145060.87999999998,494722,0.418881368872678,0.3,207229.828571429,207229.828571429
Nitinat R,1992,21,209073.54,1075724,0.2776515962405654,0.3,298676.485714286,300635.685714286
Nitinat R,1992,"25,26",1371.44,152130,0.012878459212515611,0.3,1959.2,300635.685714286
Nitinat R,1993,21,255431.5,763500,0.47793338946580616,0.3,364902.142857143,366562.28571428586
Nitinat R,1993,"25,26",1035.43,117096,0.012632248021159647,0.3,1479.18571428571,366562.28571428586
Nitinat R,1993,"3,4,5",126.66999999999999,647783,2.793483973138273e-4,0.3,180.957142857143,366562.28571428586
Nitinat R,1994,21,268788.73000000004,826210,0.46475339199477134,0.3,383983.9,394836.48571428575
Nitinat R,1994,"25,26",7596.81,197947,0.05482571453109014,0.3,10852.5857142857,394836.48571428575
Nitinat R,1995,21,69145.43,209202,0.4721713258682312,0.3,98779.1857142857,99040.49999999999
